id,num_orders
1028232,194
1127204,146
1212707,120
1082698,47
1400926,30
1284113,233
1197966,246
1132739,207
1057981,71
1095932,119
1454421,115
1149765,260
1166964,293
1010949,253
1409575,23
1181616,22
1456020,242
1264395,217
1472931,87
1412015,69
1461229,102
1014564,135
1485914,74
1345389,97
1006833,128
1174921,19
1175393,17
1152412,23
1497398,21
1363486,21
1366766,37
1192413,24
1319547,214
1337684,89
1479766,151
1460444,1590
1139730,542
1115056,326
1335827,101
1385333,722
1096323,675
1230693,848
1027016,132
1181520,86
1306234,179
1271440,1024
1269834,494
1176823,829
1193098,104
1034878,91
1010243,117
1451807,178
1016845,138
1198021,112
1413802,68
1231223,95
1274226,641
1425142,459
1211593,199
1419190,43
1180223,46
1194932,122
1323477,212
1371595,205
1171521,186
1052384,173
1060921,134
1261811,146
1246502,241
1497466,378
1232717,49
1136112,45
1196334,501
1349533,261
1463406,236
1447686,181
1336105,114
1012855,513
1180646,385
1062490,234
1098228,1324
1101375,669
1400016,394
1439889,48
1408468,95
1044490,73
1290002,658
1190633,715
1040430,940
1049366,110
1224120,146
1293810,220
1197335,734
1323989,463
1129467,696
1229328,59
1164395,53
1217722,80
1171266,125
1024905,96
1343027,122
1141892,52
1302404,54
1170447,660
1140772,506
1103484,209
1387134,24
1117711,22
1472121,25
1289523,394
1091114,351
1043572,472
1103283,156
1265051,124
1168741,112
1052776,126
1206564,168
1302153,346
1083754,44
1097952,38
1251605,35
1333032,427
1086936,206
1088412,151
1236400,45
1244516,83
1380381,59
1495062,444
1439647,312
1019214,284
1316160,708
1022008,509
1138248,228
1052922,37
1181474,49
1046475,41
1216688,335
1067565,478
1008328,439
1430287,97
1406716,122
1105380,124
1248694,651
1252163,295
1443474,473
1033716,67
1300295,63
1311882,58
1257968,55
1226362,159
1030655,136
1210527,64
1278927,44
1232239,47
1133067,398
1382522,417
1219136,231
1498130,23
1251629,29
1032092,25
1249865,127
1207630,160
1144733,214
1436768,44
1148964,37
1237346,230
1206015,76
1105113,151
1430481,34
1001589,96
1224132,62
1074380,329
1097109,382
1211246,197
1390579,278
1473058,271
1186964,117
1222837,53
1342393,57
1170472,185
1170791,317
1046653,274
1195179,98
1332509,97
1438300,108
1435748,617
1052668,228
1227060,351
1342252,67
1143109,50
1394807,56
1448374,41
1028680,97
1079691,78
1402079,44
1424446,53
1133297,301
1076214,603
1173823,352
1488584,22
1072892,24
1277491,25
1290868,162
1048888,193
1138141,239
1473125,32
1196726,29
1179278,26
1282305,89
1359903,49
1355143,85
1095889,39
1250665,93
1426610,60
1390104,362
1051519,387
1337584,197
1332667,2348
1075942,1392
1109804,599
1316684,100
1248315,175
1113611,130
1110867,997
1247289,1058
1022953,1510
1160081,138
1120430,125
1487280,240
1020081,1696
1329551,1003
1137610,1513
1072530,190
1115708,204
1203532,121
1494216,280
1116374,313
1032497,187
1413930,225
1136118,140
1254872,145
1398257,1146
1364001,893
1369843,364
1379360,67
1442044,68
1285290,64
1129707,468
1086750,524
1147262,624
1025605,203
1414158,184
1082079,151
1467510,188
1374892,300
1171352,549
1213246,86
1279131,88
1256386,97
1234220,878
1008206,512
1267686,395
1470186,101
1233312,214
1279379,138
1431703,371
1339938,398
1010552,387
1237947,885
1175098,532
1066074,225
1045918,64
1226081,44
1148633,389
1441429,421
1291804,560
1305194,89
1327840,112
1320801,171
1467101,512
1473989,290
1466330,427
1390856,46
1120639,79
1279275,54
1166120,66
1128404,40
1252491,37
1328056,464
1452353,344
1353276,138
1297182,20
1469299,22
1129687,187
1362599,246
1245170,391
1098570,52
1452600,43
1194207,40
1023619,94
1254600,131
1157094,217
1165391,34
1131248,44
1383646,170
1288250,115
1476141,84
1401237,34
1383510,61
1433607,42
1098207,175
1453624,152
1089046,174
1306954,1772
1413179,879
1379869,570
1037218,75
1247919,139
1097438,110
1441938,907
1060769,938
1409283,1239
1397517,102
1220386,88
1297481,198
1309280,1290
1013813,704
1087803,1206
1256077,111
1328392,75
1197947,147
1134877,219
1149222,108
1321757,173
1364052,98
1346914,112
1343936,879
1284997,733
1443980,280
1272226,47
1267791,40
1049345,50
1300007,399
1220471,508
1486124,489
1183373,152
1076787,144
1218918,114
1351627,161
1333350,241
1312936,420
1477543,50
1408514,43
1256773,48
1174904,543
1392815,408
1389126,306
1074816,78
1124612,152
1318251,102
1089252,373
1396463,310
1289632,318
1083889,381
1121896,283
1004866,112
1234436,31
1311318,58
1476647,33
1419834,278
1188670,315
1260238,275
1263791,84
1070835,82
1433069,91
1349084,518
1360259,201
1022475,345
1037167,67
1492031,52
1057541,53
1483675,98
1463966,77
1474096,51
1440771,37
1452763,45
1382621,290
1035365,466
1355984,299
1140520,18
1168148,143
1052343,170
1370827,225
1055728,34
1053449,28
1368579,24
1208370,56
1027455,30
1147326,58
1203029,30
1389643,66
1482071,38
1411487,292
1043533,295
1294351,170
1409427,272
1000264,234
1016463,83
1224218,21
1485114,50
1006410,49
1221242,151
1031339,401
1153545,205
1182144,74
1194788,71
1082828,85
1265773,385
1154515,129
1105986,222
1293017,41
1272587,32
1027143,25
1179146,64
1342337,47
1269746,32
1369030,211
1109605,355
1099603,232
1319113,17
1155697,19
1218892,97
1493357,115
1202597,147
1116108,24
1229780,20
1391127,19
1085957,63
1267409,42
1245159,63
1378973,44
1079844,216
1024089,224
1463712,120
1268331,415
1058344,367
1417277,187
1056035,81
1343254,120
1262833,61
1272751,232
1013213,437
1263405,373
1204818,78
1333742,32
1043262,56
1449237,994
1080908,380
1073524,708
1196482,118
1068138,124
1320427,105
1184166,134
1228572,270
1075131,242
1128915,93
1182843,75
1094044,415
1209858,759
1222963,395
1037477,43
1001694,38
1054299,49
1371044,146
1254718,194
1086268,265
1003757,43
1448276,40
1489645,303
1491279,148
1408337,231
1360068,82
1316400,186
1110618,126
1146271,464
1474849,443
1352055,204
1245977,117
1165288,121
1081099,65
1441467,26
1336838,199
1106150,304
1190084,100
1232610,131
1321845,116
1159511,303
1441739,163
1096623,172
1474925,27
1118719,23
1297074,24
1054861,147
1208736,257
1161439,127
1282737,112
1194305,137
1353044,141
1063225,17
1116078,20
1075416,23
1088172,46
1320248,246
1271591,321
1127237,161
1243020,221
1416839,188
1172788,73
1473056,51
1060753,24
1053540,183
1261815,398
1489999,199
1133739,67
1384693,66
1072117,250
1023989,133
1183974,172
1171351,43
1004475,32
1080300,32
1164653,21
1444590,23
1169717,118
1399692,150
1393811,77
1177147,16
1455218,15
1478944,64
1415824,87
1041241,88
1045506,16
1210059,54
1139397,33
1008295,23
1406978,43
1470180,29
1326956,133
1268964,170
1267165,956
1414458,503
1105486,298
1246396,31
1223814,65
1208097,49
1426257,441
1402266,506
1273610,888
1082679,120
1061395,127
1448891,208
1121802,633
1017920,353
1220913,566
1201769,58
1214790,48
1055980,41
1143296,44
1161381,70
1049400,49
1388858,98
1367157,45
1056911,39
1363870,596
1206999,405
1220962,158
1244866,22
1161719,23
1492231,223
1492759,219
1408726,249
1337818,104
1136894,96
1050836,86
1157808,135
1438743,198
1092027,323
1286976,33
1244383,27
1220086,24
1014137,219
1460613,127
1269949,88
1022949,35
1118546,66
1006832,233
1461216,171
1333438,207
1014151,533
1196661,398
1072688,146
1161832,29
1146287,62
1329636,42
1113345,346
1079296,403
1245711,367
1312378,114
1280461,182
1132214,221
1013410,404
1315890,349
1453825,391
1137590,25
1046820,20
1100813,21
1213133,28
1119887,24
1339495,37
1172173,26
1250692,25
1000962,377
1122867,471
1367068,170
1181254,19
1411654,117
1154407,122
1477833,42
1422724,32
1112704,115
1346146,176
1108405,230
1194904,75
1448084,44
1266676,27
1099057,48
1188584,350
1230753,261
1237054,332
1161084,319
1401228,259
1493372,82
1395665,45
1002279,84
1424621,51
1256602,204
1390004,367
1146927,240
1057232,42
1319822,43
1353668,45
1157084,584
1115935,224
1033089,460
1090029,83
1464617,80
1209279,61
1039223,71
1152313,154
1198253,138
1356983,55
1375236,40
1276289,49
1188533,294
1163547,449
1089771,278
1449997,24
1261700,27
1098789,26
1119881,103
1174890,125
1194658,183
1354710,36
1276097,28
1451749,33
1260659,123
1342195,75
1177959,123
1346194,40
1081095,104
1228200,74
1400215,274
1101987,282
1280892,116
1207745,599
1158313,483
1326014,213
1040372,47
1405754,67
1251759,59
1094372,318
1113898,497
1351735,466
1305756,122
1144073,119
1219445,137
1399854,678
1077708,293
1136982,512
1168044,111
1301176,100
1045879,64
1375132,172
1224442,145
1195553,65
1486052,51
1406304,48
1003371,430
1447908,477
1022766,322
1359162,25
1149541,28
1389512,27
1294598,154
1187407,177
1151085,278
1262007,57
1273205,48
1098767,49
1328665,186
1207902,87
1110134,145
1135750,35
1404904,73
1252213,47
1471895,446
1370308,352
1488744,222
1312130,186
1432207,154
1067574,53
1497576,20
1173597,40
1463356,24
1476005,180
1226297,305
1312818,200
1170077,66
1132041,71
1144962,70
1180712,251
1420842,113
1048319,168
1062167,29
1281864,30
1310639,26
1316568,55
1470598,40
1126729,26
1187117,20
1231315,22
1193778,148
1497770,222
1296043,134
1109033,83
1253619,107
1015055,137
1323954,39
1236535,22
1291602,40
1034239,31
1487244,184
1432981,185
1413500,97
1240615,1305
1125250,753
1049986,449
1432590,47
1064865,74
1462054,55
1175329,459
1231504,518
1310137,741
1176123,77
1267634,58
1397808,139
1489068,784
1399261,434
1057026,711
1157087,97
1221970,91
1055041,143
1378097,194
1154169,124
1062376,124
1181839,58
1276632,77
1388270,654
1171130,485
1242759,207
1035528,33
1232845,34
1133643,32
1020633,153
1137724,302
1418017,241
1129706,98
1414426,87
1443244,69
1336913,97
1216868,144
1074099,355
1005733,56
1187232,45
1315006,456
1429640,370
1193124,292
1321067,68
1020914,92
1464172,62
1012356,248
1048213,213
1414658,204
1067356,1104
1402145,540
1205618,384
1102348,38
1439251,71
1141169,47
1429174,574
1360530,554
1078717,734
1034750,153
1292295,166
1464006,257
1207416,593
1081039,361
1038600,492
1434474,60
1420970,48
1493390,50
1062042,50
1407930,35
1309366,105
1494106,41
1253128,48
1230871,462
1103899,404
1178356,150
1270686,23
1461376,24
1055872,25
1027667,113
1150000,73
1035466,108
1015226,90
1004410,86
1225216,112
1261758,144
1009224,218
1164468,34
1234697,170
1072809,136
1405077,124
1133718,35
1090779,70
1220305,46
1455516,283
1077080,255
1381871,206
1497941,728
1405281,573
1184133,247
1297493,67
1351826,88
1351915,50
1303502,240
1103552,426
1074755,375
1054413,121
1100592,104
1265971,138
1062386,713
1005415,283
1454684,437
1098324,100
1463531,81
1128843,77
1200592,82
1337305,209
1130901,187
1101312,67
1423243,45
1358603,57
1040493,383
1023439,635
1402530,423
1148734,28
1115378,27
1138163,153
1089398,191
1111393,268
1441237,55
1073593,43
1353069,41
1237302,189
1068099,71
1296768,121
1407946,39
1341469,84
1099372,55
1310892,353
1190768,367
1070732,183
1249505,280
1235991,221
1260972,88
1207552,36
1043700,34
1311764,41
1387118,237
1193391,292
1091807,209
1240478,123
1494088,111
1347537,113
1102292,415
1088345,181
1446214,220
1033631,36
1291932,33
1048558,29
1374367,31
1379701,203
1324376,512
1000116,245
1213448,16
1246867,124
1414636,145
1390449,170
1440242,50
1382211,19
1248175,30
1395486,26
