id,num_orders
1028232,141
1127204,106
1212707,103
1082698,54
1400926,41
1284113,205
1197966,193
1132739,180
1057981,55
1095932,135
1454421,138
1149765,252
1166964,331
1010949,300
1409575,27
1181616,26
1456020,284
1264395,145
1472931,101
1412015,86
1461229,104
1014564,115
1485914,70
1345389,106
1006833,112
1174921,18
1175393,18
1152412,21
1497398,19
1363486,23
1366766,28
1192413,25
1319547,279
1337684,73
1479766,139
1460444,1085
1139730,539
1115056,323
1335827,126
1385333,695
1096323,550
1230693,948
1027016,142
1181520,100
1306234,168
1271440,1100
1269834,444
1176823,852
1193098,113
1034878,103
1010243,127
1451807,237
1016845,146
1198021,112
1413802,64
1231223,101
1274226,664
1425142,391
1211593,279
1419190,37
1180223,44
1194932,82
1323477,182
1371595,195
1171521,187
1052384,193
1060921,148
1261811,154
1246502,311
1497466,308
1232717,47
1136112,44
1196334,392
1349533,223
1463406,230
1447686,180
1336105,110
1012855,619
1180646,412
1062490,230
1098228,1076
1101375,641
1400016,397
1439889,49
1408468,99
1044490,73
1290002,575
1190633,748
1040430,925
1049366,94
1224120,113
1293810,189
1197335,874
1323989,489
1129467,784
1229328,55
1164395,64
1217722,100
1171266,136
1024905,71
1343027,201
1141892,45
1302404,64
1170447,556
1140772,489
1103484,190
1387134,24
1117711,23
1472121,24
1289523,411
1091114,456
1043572,646
1103283,167
1265051,131
1168741,117
1052776,126
1206564,191
1302153,277
1083754,49
1097952,42
1251605,41
1333032,429
1086936,235
1088412,138
1236400,40
1244516,77
1380381,51
1495062,576
1439647,348
1019214,343
1316160,563
1022008,436
1138248,241
1052922,35
1181474,37
1046475,43
1216688,401
1067565,368
1008328,387
1430287,119
1406716,161
1105380,151
1248694,635
1252163,279
1443474,485
1033716,60
1300295,62
1311882,57
1257968,58
1226362,183
1030655,125
1210527,70
1278927,40
1232239,50
1133067,367
1382522,373
1219136,224
1498130,24
1251629,30
1032092,28
1249865,147
1207630,191
1144733,188
1436768,45
1148964,38
1237346,312
1206015,83
1105113,168
1430481,31
1001589,129
1224132,56
1074380,434
1097109,462
1211246,213
1390579,270
1473058,259
1186964,102
1222837,47
1342393,60
1170472,202
1170791,265
1046653,262
1195179,116
1332509,141
1438300,108
1435748,675
1052668,245
1227060,409
1342252,67
1143109,48
1394807,54
1448374,53
1028680,93
1079691,84
1402079,36
1424446,51
1133297,309
1076214,546
1173823,326
1488584,22
1072892,23
1277491,22
1290868,181
1048888,239
1138141,232
1473125,31
1196726,30
1179278,26
1282305,77
1359903,57
1355143,95
1095889,31
1250665,111
1426610,53
1390104,377
1051519,401
1337584,222
1332667,2063
1075942,1188
1109804,583
1316684,115
1248315,226
1113611,144
1110867,881
1247289,1337
1022953,1557
1160081,138
1120430,123
1487280,215
