id,num_orders
1028232,196
1127204,89
1212707,162
1082698,53
1400926,36
1284113,273
1197966,275
1132739,212
1057981,80
1095932,130
1454421,108
1149765,271
1166964,359
1010949,289
1409575,41
1181616,18
1456020,259
1264395,211
1472931,83
1412015,80
1461229,126
1014564,138
1485914,70
1345389,95
1006833,127
1174921,21
1175393,17
1152412,25
1497398,22
1363486,22
1366766,32
1192413,23
1319547,199
1337684,82
1479766,132
1460444,1668
1139730,429
1115056,355
1335827,122
1385333,806
1096323,706
1230693,987
1027016,136
1181520,88
1306234,177
1271440,1034
1269834,512
1176823,955
1193098,99
1034878,95
1010243,124
1451807,143
1016845,140
1198021,115
1413802,53
1231223,99
1274226,630
1425142,518
1211593,201
1419190,45
1180223,50
1194932,120
1323477,198
1371595,222
1171521,182
1052384,158
1060921,111
1261811,133
1246502,242
1497466,420
1232717,33
1136112,28
1196334,549
1349533,300
1463406,256
1447686,192
1336105,122
1012855,549
1180646,420
1062490,200
1098228,1464
1101375,476
1400016,370
1439889,61
1408468,101
1044490,69
1290002,839
1190633,728
1040430,1028
1049366,92
1224120,142
1293810,216
1197335,712
1323989,570
1129467,779
1229328,65
1164395,55
1217722,73
1171266,117
1024905,63
1343027,126
1141892,49
1302404,46
1170447,649
1140772,527
1103484,217
1387134,24
1117711,21
1472121,27
1289523,341
1091114,360
1043572,566
1103283,144
1265051,121
1168741,112
1052776,114
1206564,156
1302153,301
1083754,33
1097952,32
1251605,27
1333032,522
1086936,206
1088412,142
1236400,49
1244516,94
1380381,75
1495062,473
1439647,247
1019214,300
1316160,786
1022008,482
1138248,320
1052922,37
1181474,51
1046475,45
1216688,328
1067565,558
1008328,401
1430287,119
1406716,130
1105380,137
1248694,559
1252163,296
1443474,525
1033716,73
1300295,61
1311882,61
1257968,51
1226362,135
1030655,129
1210527,57
1278927,40
1232239,44
1133067,395
1382522,486
1219136,233
1498130,27
1251629,31
1032092,28
1249865,128
1207630,161
1144733,191
1436768,44
1148964,29
1237346,223
1206015,64
1105113,197
1430481,37
1001589,114
1224132,81
1074380,315
1097109,403
1211246,183
1390579,339
1473058,307
1186964,108
1222837,58
1342393,54
1170472,251
1170791,355
1046653,314
1195179,110
1332509,109
1438300,138
1435748,568
1052668,250
1227060,384
1342252,75
1143109,49
1394807,81
1448374,46
1028680,103
1079691,84
1402079,41
1424446,51
1133297,313
1076214,768
1173823,363
1488584,19
1072892,23
1277491,25
1290868,169
1048888,194
1138141,256
1473125,30
1196726,32
1179278,27
1282305,80
1359903,48
1355143,97
1095889,38
1250665,121
1426610,60
1390104,473
1051519,466
1337584,215
1332667,2667
1075942,1210
1109804,508
1316684,94
1248315,180
1113611,132
1110867,904
1247289,1046
1022953,1667
1160081,107
1120430,124
1487280,228
1020081,1664
1329551,904
1137610,1655
1072530,260
1115708,296
1203532,137
1494216,285
1116374,277
1032497,168
1413930,248
1136118,145
1254872,109
1398257,1195
1364001,991
1369843,355
1379360,70
1442044,63
1285290,72
1129707,460
1086750,552
1147262,644
1025605,259
1414158,201
1082079,196
1467510,181
1374892,292
1171352,574
1213246,68
1279131,87
1256386,87
1234220,1278
1008206,564
1267686,420
1470186,98
1233312,228
1279379,138
1431703,453
1339938,446
1010552,382
1237947,851
