id,num_orders
1028232,152
1127204,163
1212707,146
1082698,47
1400926,33
1284113,241
1197966,234
1132739,167
1057981,64
1095932,123
1454421,118
1149765,232
1166964,320
1010949,261
1409575,14
1181616,21
1456020,253
1264395,150
1472931,102
1412015,89
1461229,117
1014564,138
1485914,85
1345389,105
1006833,134
1174921,20
1175393,15
1152412,23
1497398,19
1363486,22
1366766,31
1192413,20
1319547,246
1337684,93
1479766,165
1460444,698
1139730,328
1115056,276
1335827,126
1385333,799
1096323,774
1230693,1033
1027016,119
1181520,98
1306234,195
1271440,1039
1269834,474
1176823,1029
1193098,71
1034878,78
1010243,102
1451807,166
1016845,151
1198021,94
1413802,57
1231223,112
1274226,496
1425142,413
1211593,218
1419190,48
1180223,42
1194932,102
1323477,157
1371595,177
1171521,185
1052384,154
1060921,91
1261811,121
1246502,231
1497466,430
1232717,46
1136112,48
1196334,472
1349533,300
1463406,332
1447686,228
1336105,108
1012855,457
1180646,350
1062490,208
1098228,2075
1101375,725
1400016,607
1439889,49
1408468,80
1044490,68
1290002,777
1190633,773
1040430,1194
1049366,109
1224120,120
1293810,171
1197335,778
1323989,559
1129467,903
1229328,66
1164395,49
1217722,63
1171266,113
1024905,116
1343027,183
1141892,43
1302404,49
1170447,700
1140772,456
1103484,179
1387134,23
1117711,22
1472121,25
1289523,296
1091114,285
1043572,629
1103283,184
1265051,114
1168741,122
1052776,135
1206564,173
1302153,401
1083754,35
1097952,32
1251605,32
1333032,253
1086936,244
1088412,128
1236400,44
1244516,80
1380381,69
1495062,374
1439647,249
1019214,266
1316160,1312
1022008,620
1138248,344
1052922,36
1181474,34
1046475,51
1216688,276
1067565,441
1008328,383
1430287,85
1406716,127
1105380,117
1248694,625
1252163,260
1443474,407
1033716,58
1300295,62
1311882,56
1257968,61
1226362,172
1030655,125
1210527,68
1278927,40
1232239,46
1133067,363
1382522,490
1219136,263
1498130,26
1251629,31
1032092,32
1249865,160
1207630,187
1144733,213
1436768,43
1148964,47
1237346,120
1206015,72
1105113,184
1430481,35
1001589,104
1224132,61
1074380,479
1097109,465
1211246,201
1390579,311
1473058,284
1186964,108
1222837,48
1342393,40
1170472,211
1170791,283
1046653,305
1195179,114
1332509,100
1438300,149
1435748,588
1052668,245
1227060,390
1342252,87
1143109,43
1394807,59
1448374,52
1028680,116
1079691,84
1402079,23
1424446,65
1133297,267
1076214,686
1173823,311
1488584,16
1072892,26
1277491,31
1290868,151
1048888,178
1138141,242
1473125,34
1196726,25
1179278,26
1282305,75
1359903,45
1355143,121
1095889,46
1250665,150
1426610,85
1390104,538
1051519,441
1337584,200
1332667,2875
1075942,1558
1109804,493
1316684,110
1248315,167
1113611,116
1110867,978
1247289,1150
1022953,2144
1160081,107
1120430,130
1487280,214
1020081,1727
1329551,903
1137610,1517
1072530,186
1115708,281
1203532,135
1494216,144
1116374,276
1032497,152
1413930,269
1136118,138
1254872,147
1398257,959
1364001,728
1369843,301
1379360,66
1442044,65
1285290,67
1129707,551
1086750,469
1147262,636
1025605,226
1414158,202
1082079,169
1467510,226
1374892,287
1171352,673
1213246,56
1279131,102
1256386,56
1234220,1543
1008206,574
1267686,456
1470186,87
1233312,209
1279379,136
1431703,190
1339938,266
1010552,492
1237947,938
1175098,572
1066074,306
1045918,68
1226081,32
1148633,385
1441429,404
1291804,645
1305194,85
1327840,103
1320801,132
1467101,601
1473989,283
1466330,409
1390856,51
1120639,80
1279275,51
1166120,92
1128404,45
1252491,39
1328056,354
1452353,287
1353276,139
1297182,23
1469299,25
1129687,151
1362599,251
1245170,184
1098570,42
1452600,35
1194207,40
1023619,110
1254600,136
1157094,256
1165391,37
1131248,51
1383646,220
1288250,108
1476141,91
1401237,36
1383510,65
1433607,41
1098207,153
1453624,223
1089046,177
1306954,1677
1413179,690
1379869,577
1037218,81
1247919,210
1097438,173
1441938,880
1060769,994
1409283,1315
1397517,87
1220386,90
1297481,178
1309280,1198
1013813,694
1087803,1160
1256077,67
1328392,82
1197947,134
1134877,243
1149222,123
1321757,218
1364052,113
1346914,119
1343936,868
1284997,522
1443980,281
1272226,45
1267791,25
1049345,48
1300007,470
1220471,421
1486124,655
1183373,147
1076787,142
1218918,119
1351627,186
1333350,268
1312936,428
1477543,24
1408514,26
1256773,70
1174904,661
1392815,385
1389126,281
1074816,73
1124612,190
1318251,118
1089252,439
1396463,303
1289632,321
1083889,352
1121896,302
1004866,141
1234436,35
1311318,55
1476647,28
1419834,209
1188670,265
1260238,261
1263791,93
1070835,85
1433069,101
1349084,481
1360259,221
1022475,376
1037167,69
1492031,60
1057541,59
1483675,106
1463966,94
1474096,43
1440771,37
1452763,55
1382621,252
1035365,500
1355984,263
1140520,17
1168148,107
1052343,167
1370827,205
1055728,38
1053449,26
1368579,25
1208370,49
1027455,24
1147326,59
1203029,35
1389643,70
1482071,39
1411487,353
1043533,422
1294351,181
1409427,269
1000264,244
1016463,71
1224218,44
1485114,46
1006410,57
1221242,184
1031339,337
1153545,187
1182144,85
1194788,71
1082828,73
1265773,331
1154515,117
1105986,260
1293017,37
1272587,37
1027143,27
1179146,61
1342337,45
1269746,35
1369030,211
1109605,396
1099603,212
1319113,16
1155697,24
1218892,100
1493357,107
1202597,132
1116108,22
1229780,21
1391127,21
1085957,56
1267409,48
1245159,69
1378973,50
1079844,179
1024089,176
1463712,124
1268331,427
1058344,325
1417277,226
1056035,91
1343254,122
1262833,54
1272751,218
1013213,397
1263405,409
1204818,104
1333742,31
1043262,36
1449237,936
1080908,330
1073524,966
1196482,128
1068138,99
1320427,115
1184166,107
1228572,238
1075131,180
1128915,46
1182843,65
1094044,382
1209858,656
1222963,354
1037477,47
1001694,38
1054299,68
1371044,154
1254718,180
1086268,241
1003757,41
1448276,39
1489645,266
1491279,170
1408337,253
1360068,73
1316400,172
1110618,106
1146271,440
1474849,443
1352055,182
1245977,90
1165288,96
1081099,137
1441467,30
1336838,140
1106150,284
1190084,102
1232610,112
1321845,107
1159511,292
1441739,143
1096623,125
1474925,25
1118719,19
1297074,19
1054861,145
1208736,290
1161439,124
1282737,140
1194305,130
1353044,118
1063225,18
1116078,20
1075416,25
1088172,49
1320248,294
1271591,327
1127237,129
