id,num_orders
1028232,140
1127204,134
1212707,106
1082698,46
1400926,33
1284113,223
1197966,215
1132739,237
1057981,80
1095932,144
1454421,116
1149765,255
1166964,340
1010949,208
1409575,18
1181616,17
1456020,247
1264395,178
1472931,75
1412015,74
1461229,117
1014564,119
1485914,65
1345389,92
1006833,125
1174921,17
1175393,17
1152412,34
1497398,24
1363486,24
1366766,35
1192413,22
1319547,234
1337684,129
1479766,117
1460444,1395
1139730,662
1115056,297
1335827,139
1385333,729
1096323,745
1230693,890
1027016,100
1181520,70
1306234,172
1271440,1172
1269834,409
1176823,758
1193098,105
1034878,87
1010243,138
1451807,202
1016845,146
1198021,113
1413802,58
1231223,87
1274226,538
1425142,204
1211593,140
1419190,42
1180223,44
1194932,127
1323477,174
1371595,162
1171521,177
1052384,174
1060921,137
1261811,140
1246502,293
1497466,499
1232717,45
1136112,49
1196334,546
1349533,289
1463406,248
1447686,203
1336105,131
1012855,575
1180646,465
1062490,221
1098228,1233
1101375,618
1400016,389
1439889,47
1408468,92
1044490,70
1290002,640
1190633,861
1040430,931
1049366,99
1224120,112
1293810,205
1197335,903
1323989,555
1129467,708
1229328,67
1164395,51
1217722,76
1171266,142
1024905,78
1343027,129
1141892,47
1302404,57
1170447,674
1140772,453
1103484,189
1387134,24
1117711,21
1472121,23
1289523,304
1091114,336
1043572,532
1103283,174
1265051,108
1168741,167
1052776,128
1206564,164
1302153,378
1083754,41
1097952,39
1251605,34
1333032,634
1086936,226
1088412,133
1236400,46
1244516,65
1380381,55
1495062,577
1439647,319
1019214,290
1316160,1169
1022008,543
1138248,247
1052922,36
1181474,34
1046475,44
1216688,318
1067565,488
1008328,521
1430287,101
1406716,148
1105380,104
1248694,600
1252163,316
1443474,470
1033716,64
1300295,74
1311882,50
1257968,72
1226362,180
1030655,174
1210527,55
1278927,37
1232239,48
1133067,403
1382522,383
1219136,287
1498130,24
1251629,30
1032092,24
1249865,118
1207630,161
1144733,198
1436768,39
1148964,37
1237346,201
1206015,79
1105113,160
1430481,36
1001589,89
1224132,58
1074380,396
1097109,405
1211246,190
1390579,299
1473058,289
1186964,84
1222837,48
1342393,44
1170472,181
1170791,343
1046653,313
1195179,89
1332509,118
1438300,127
1435748,761
1052668,260
1227060,365
1342252,67
1143109,50
1394807,59
1448374,55
1028680,119
1079691,91
1402079,36
1424446,69
1133297,320
1076214,526
1173823,381
1488584,20
1072892,22
1277491,21
1290868,163
1048888,228
1138141,260
1473125,34
1196726,28
1179278,25
1282305,83
1359903,47
1355143,88
1095889,36
1250665,96
1426610,53
1390104,355
1051519,377
1337584,188
1332667,2115
1075942,1605
1109804,572
1316684,103
1248315,178
1113611,131
1110867,848
1247289,1107
1022953,1709
1160081,146
1120430,111
1487280,220
1020081,1819
1329551,1010
1137610,1676
1072530,156
1115708,219
1203532,120
1494216,439
1116374,311
1032497,175
1413930,272
1136118,125
1254872,118
1398257,1225
1364001,728
1369843,315
1379360,59
1442044,66
1285290,83
1129707,533
1086750,502
1147262,656
1025605,237
1414158,192
1082079,182
1467510,141
1374892,255
1171352,524
1213246,81
1279131,106
1256386,131
1234220,1187
1008206,541
1267686,405
1470186,106
1233312,202
1279379,130
1431703,277
1339938,356
1010552,413
1237947,1038
1175098,614
1066074,212
1045918,54
1226081,34
1148633,373
1441429,492
1291804,583
1305194,79
1327840,108
1320801,157
1467101,575
1473989,310
1466330,398
1390856,49
1120639,97
1279275,60
1166120,60
1128404,40
1252491,34
1328056,438
1452353,306
1353276,138
1297182,22
1469299,26
1129687,176
1362599,231
1245170,487
1098570,58
1452600,44
1194207,45
1023619,97
1254600,139
1157094,235
1165391,36
1131248,43
1383646,227
1288250,110
1476141,87
1401237,36
1383510,59
1433607,41
1098207,182
1453624,168
1089046,173
1306954,1631
1413179,753
1379869,440
1037218,77
1247919,143
1097438,130
1441938,758
1060769,923
1409283,1328
1397517,145
1220386,89
1297481,204
1309280,1256
1013813,598
1087803,1045
1256077,98
1328392,72
1197947,167
1134877,222
1149222,109
1321757,179
1364052,86
1346914,101
1343936,784
1284997,553
1443980,286
1272226,48
1267791,37
1049345,60
1300007,369
1220471,472
1486124,686
1183373,156
1076787,128
1218918,108
1351627,135
1333350,220
1312936,299
1477543,46
1408514,42
1256773,47
1174904,588
1392815,338
1389126,324
1074816,95
1124612,186
1318251,114
1089252,351
1396463,273
1289632,323
1083889,401
1121896,272
1004866,106
1234436,33
1311318,64
1476647,32
1419834,227
1188670,297
1260238,294
1263791,97
1070835,106
1433069,110
1349084,626
1360259,217
1022475,332
1037167,62
1492031,53
1057541,58
1483675,106
1463966,89
1474096,60
1440771,37
1452763,60
1382621,297
1035365,409
1355984,326
1140520,18
1168148,144
1052343,204
1370827,222
1055728,36
1053449,26
1368579,25
1208370,62
1027455,33
1147326,65
1203029,34
1389643,57
1482071,35
1411487,238
1043533,214
1294351,176
1409427,319
1000264,235
1016463,54
1224218,31
1485114,58
1006410,53
1221242,113
1031339,280
1153545,172
1182144,89
1194788,71
1082828,72
1265773,399
1154515,129
1105986,215
1293017,41
1272587,26
1027143,42
1179146,89
1342337,70
1269746,29
1369030,179
1109605,334
1099603,276
1319113,17
1155697,22
1218892,88
1493357,123
1202597,137
1116108,25
1229780,22
1391127,20
1085957,42
1267409,41
1245159,49
1378973,33
1079844,197
1024089,166
1463712,118
1268331,410
1058344,378
1417277,201
1056035,67
1343254,122
1262833,72
1272751,228
1013213,436
1263405,357
1204818,119
1333742,30
1043262,64
1449237,1018
1080908,389
1073524,631
1196482,127
1068138,136
1320427,113
1184166,165
1228572,318
1075131,238
1128915,117
1182843,75
1094044,406
1209858,569
1222963,417
1037477,45
1001694,42
1054299,56
1371044,138
1254718,209
1086268,283
1003757,46
1448276,41
1489645,257
1491279,190
1408337,221
1360068,87
1316400,178
1110618,103
1146271,413
1474849,283
1352055,200
1245977,198
1165288,163
1081099,89
1441467,17
1336838,157
1106150,293
1190084,88
1232610,135
1321845,98
1159511,289
1441739,171
1096623,156
1474925,23
1118719,16
1297074,21
1054861,141
1208736,203
1161439,158
1282737,110
1194305,165
1353044,142
1063225,21
1116078,25
1075416,23
1088172,46
1320248,287
1271591,225
1127237,160
1243020,577
1416839,168
1172788,82
1473056,62
1060753,25
1053540,152
1261815,448
1489999,184
1133739,78
1384693,69
1072117,249
1023989,127
1183974,172
1171351,38
1004475,29
1080300,29
1164653,21
1444590,32
1169717,102
1399692,117
1393811,77
1177147,17
1455218,17
1478944,56
1415824,85
1041241,85
1045506,17
1210059,39
1139397,43
1008295,24
1406978,53
1470180,28
1326956,144
1268964,142
1267165,1138
1414458,556
1105486,302
1246396,37
1223814,69
1208097,45
1426257,376
1402266,531
1273610,702
1082679,121
1061395,141
1448891,200
1121802,680
1017920,403
1220913,499
1201769,62
1214790,50
1055980,48
1143296,44
1161381,66
1049400,50
1388858,106
1367157,46
1056911,48
1363870,538
1206999,303
1220962,145
1244866,20
1161719,22
1492231,241
1492759,186
1408726,256
1337818,123
1136894,107
1050836,98
1157808,132
1438743,190
1092027,386
1286976,32
1244383,26
1220086,25
1014137,271
1460613,108
1269949,75
1022949,37
1118546,64
1006832,251
1461216,193
1333438,210
1014151,595
1196661,462
1072688,150
1161832,39
1146287,64
1329636,41
1113345,290
1079296,381
1245711,384
1312378,83
1280461,180
1132214,175
1013410,457
1315890,365
1453825,459
1137590,23
1046820,21
1100813,22
1213133,25
1119887,21
1339495,26
1172173,23
1250692,29
1000962,412
1122867,404
1367068,170
1181254,18
1411654,135
1154407,106
1477833,32
1422724,34
1112704,99
1346146,166
1108405,220
1194904,96
1448084,37
1266676,30
1099057,42
1188584,431
1230753,256
1237054,346
1161084,331
1401228,266
1493372,79
1395665,43
1002279,81
1424621,44
1256602,194
1390004,310
1146927,268
1057232,49
1319822,40
1353668,41
1157084,732
1115935,235
1033089,462
1090029,85
1464617,92
1209279,70
1039223,88
1152313,175
1198253,137
1356983,48
1375236,38
1276289,57
1188533,303
1163547,376
1089771,321
1449997,23
1261700,26
1098789,26
1119881,98
1174890,134
1194658,186
1354710,32
1276097,26
1451749,35
1260659,95
1342195,87
1177959,135
1346194,40
1081095,133
1228200,63
1400215,268
1101987,382
1280892,114
1207745,1166
1158313,444
1326014,279
1040372,47
1405754,76
1251759,33
1094372,246
1113898,507
1351735,440
1305756,128
1144073,126
1219445,157
1399854,711
1077708,361
1136982,572
1168044,120
1301176,103
1045879,69
1375132,188
